dataset,platform,model,iteration,MCC,F1,Precision,Recall,Accuracy
B,Claude,Sonnet 4.6,10,0.44141479464782046,0.6990024079807361,0.7619047619047619,0.6859903381642513,0.7619047619047619
B,Claude,Sonnet 4.6 Thinking,1,0.5417363388859615,0.7471620227038184,0.8214285714285714,0.7282608695652173,0.8
B,Claude,Sonnet 4.6 Thinking,2,0.47534259022493,0.6932814021421617,0.8139044943820224,0.6799516908212561,0.7714285714285715
B,Claude,Sonnet 4.6 Thinking,3,0.5417363388859615,0.7471620227038184,0.8214285714285714,0.7282608695652173,0.8
B,Claude,Sonnet 4.6 Thinking,4,0.5876794050844684,0.7760691435626895,0.837221633085896,0.7560386473429952,0.819047619047619
B,Claude,Sonnet 4.6 Thinking,5,0.5383819020581656,0.7573990538012983,0.8,0.7415458937198067,0.8
B,Claude,Sonnet 4.6 Thinking,6,0.4169526932293318,0.6903357531760436,0.7431544359255203,0.678743961352657,0.7523809523809524
B,Claude,Sonnet 4.6 Thinking,7,0.6141600481350968,0.7856170598911071,0.8581599123767798,0.7632850241545894,0.8285714285714286
B,Claude,Sonnet 4.6 Thinking,8,0.4943761562496354,0.7167155425219941,0.8047735618115055,0.7004830917874396,0.780952380952381
B,Claude,Sonnet 4.6 Thinking,9,0.5876794050844684,0.7760691435626895,0.837221633085896,0.7560386473429952,0.819047619047619
B,Claude,Sonnet 4.6 Thinking,10,0.44508780516343105,0.684533109001322,0.7867647058823528,0.6727053140096618,0.7619047619047619
B,DeepSeek,DeepSeek-V3.2,1,0.4294562162010565,0.6613836477987421,0.5338624338624338,0.6521739130434783,0.7523809523809524
B,DeepSeek,DeepSeek-V3.2,2,0.46625453195577304,0.7141560798548094,0.7719058050383352,0.6998792270531401,0.7714285714285715
B,DeepSeek,DeepSeek-V3.2,3,0.2463312154044906,0.5399780941949616,0.720360824742268,0.568840579710145,0.6952380952380952
B,DeepSeek,DeepSeek-V3.2,4,0.3711765938052858,0.6219135802469136,0.7768817204301076,0.6243961352657005,0.7333333333333333
B,DeepSeek,DeepSeek-V3.2,5,0.3069249070224257,0.6062500000000001,0.7142857142857143,0.609903381642512,0.7142857142857143
B,DeepSeek,DeepSeek-V3.2,6,0.1929166360865864,0.45379436964504283,0.8349514563106797,0.5277777777777778,0.6761904761904762
B,DeepSeek,DeepSeek-V3.2,7,0.16794270702365735,0.49404761904761896,0.6717171717171717,0.5410628019323672,0.6761904761904762
B,DeepSeek,DeepSeek-V3.2,8,0.3659489276036614,0.6325,0.7554945054945055,0.6310386473429952,0.7333333333333333
B,DeepSeek,DeepSeek-V3.2,9,0.44416506919798665,0.7111893497634504,0.7474999999999999,0.6992753623188406,0.7619047619047619
B,DeepSeek,DeepSeek-V3.2,10,0.24411455214515845,0.5546129374337222,0.6973684210526316,0.5754830917874396,0.6952380952380952
B,GPT,GPT 5.4 Thinking,1,0.5153199606188656,0.748256320836966,0.7833495618305745,0.7342995169082125,0.7904761904761904
B,GPT,GPT 5.4 Thinking,2,0.6012123129542554,0.8005199480051994,0.7986883942766295,0.8025362318840579,0.819047619047619
B,GPT,GPT 5.4 Thinking,3,0.6195652173913044,0.8097826086956521,0.8097826086956521,0.8097826086956521,0.8285714285714286
B,GPT,GPT 5.4 Thinking,4,0.6091095901015049,0.8011363636363634,0.82,0.789855072463768,0.8285714285714286
B,GPT,GPT 5.4 Thinking,5,0.615007685813747,0.8071428571428569,0.8119304059652028,0.8031400966183574,0.8285714285714286
B,GPT,GPT 5.4 Thinking,6,0.5007153601625961,0.7488146551724137,0.5175438596491229,0.733695652173913,0.780952380952381
B,GPT,GPT 5.4 Thinking,7,0.5441725724301246,0.7698570086629787,0.783129904097646,0.7614734299516908,0.8
B,GPT,GPT 5.4 Thinking,8,0.43713557952861193,0.7172742336371168,0.7253852739726028,0.7119565217391305,0.7523809523809524
B,GPT,GPT 5.4 Thinking,9,0.5721286638944618,0.7857142857142858,0.7901822700911351,0.7820048309178742,0.8095238095238095
B,GPT,GPT 5.4 Thinking,10,0.5679026332337522,0.7825186412593206,0.7928082191780821,0.7753623188405797,0.8095238095238095
B,Gemini,Gemini 3.1 Pro,1,0.6420578831241025,0.7953216374269005,0.8809523809523808,0.7705314009661837,0.8380952380952381
B,Gemini,Gemini 3.1 Pro,2,0.37000643495047747,0.5759643503690293,0.8520408163265306,0.5972222222222222,0.7238095238095238
B,Gemini,Gemini 3.1 Pro,3,0.6084941671989564,0.7602451628410045,0.8920454545454546,0.736111111111111,0.819047619047619
B,Gemini,Gemini 3.1 Pro,4,0.5430209893473685,0.7112499999999999,0.879120879120879,0.6944444444444444,0.7904761904761904
B,Gemini,Gemini 3.1 Pro,5,0.4080765916336823,0.629943871557238,0.816247582205029,0.6316425120772947,0.7428571428571429
B,Gemini,Gemini 3.1 Pro,6,0.4080765916336823,0.629943871557238,0.816247582205029,0.6316425120772947,0.7428571428571429
B,Gemini,Gemini 3.1 Pro,7,0.5693582334119393,0.7564935064935064,0.8441176470588235,0.7355072463768115,0.8095238095238095
B,Gemini,Gemini 3.1 Pro,8,0.6141600481350968,0.7856170598911071,0.8581599123767798,0.7632850241545894,0.8285714285714286
B,Gemini,Gemini 3.1 Pro,9,0.5876794050844684,0.7760691435626895,0.837221633085896,0.7560386473429952,0.819047619047619
B,Gemini,Gemini 3.1 Pro,10,0.3975872248633883,0.5974808324205915,0.8556701030927835,0.6111111111111112,0.7333333333333333
B,Gemini,Gemini 3.1 Thinking,1,0.1706984714185823,0.475,0.7116336633663367,0.5344202898550725,0.6761904761904762
B,Gemini,Gemini 3.1 Thinking,2,0.23742903996690853,0.48043184885290147,0.8382352941176471,0.5416666666666667,0.6857142857142857
B,Gemini,Gemini 3.1 Thinking,3,0.2543838062270104,0.5238095238095238,0.76010101010101,0.5621980676328503,0.6952380952380952
B,Gemini,Gemini 3.1 Thinking,4,0.4080765916336823,0.629943871557238,0.816247582205029,0.6316425120772947,0.7428571428571429
B,Gemini,Gemini 3.1 Thinking,5,0.1929166360865864,0.45379436964504283,0.8349514563106797,0.5277777777777778,0.6761904761904762
B,Gemini,Gemini 3.1 Thinking,6,0.3425597076557975,0.6025323064874036,0.7654738878143132,0.6105072463768116,0.7238095238095238
B,Gemini,Gemini 3.1 Thinking,7,0.23742903996690853,0.48043184885290147,0.8382352941176471,0.5416666666666667,0.6857142857142857
B,Gemini,Gemini 3.1 Thinking,8,0.23742903996690853,0.48043184885290147,0.8382352941176471,0.5416666666666667,0.6857142857142857
B,Gemini,Gemini 3.1 Thinking,9,0.3808187013464472,0.6102863202545069,0.8078947368421053,0.6177536231884059,0.7333333333333333
B,Gemini,Gemini 3.1 Thinking,10,0.1929166360865864,0.45379436964504283,0.8349514563106797,0.5277777777777778,0.6761904761904762
B,Grok,Grok-4.20-Expert,1,0.13720293142191817,0.5050505050505051,0.6163194444444445,0.5404589371980676,0.6666666666666666
B,Grok,Grok-4.20-Expert,2,0.06588362054752299,0.44411764705882345,0.5816831683168316,0.5132850241545893,0.6571428571428571
B,Grok,Grok-4.20-Expert,3,0.1929166360865864,0.45379436964504283,0.8349514563106797,0.5277777777777778,0.6761904761904762
B,Grok,Grok-4.20-Expert,4,0.3711765938052858,0.6219135802469136,0.7768817204301076,0.6243961352657005,0.7333333333333333
B,Grok,Grok-4.20-Expert,5,0.2627807231132027,0.6103896103896104,0.6588235294117647,0.6086956521739131,0.6952380952380952
B,Grok,Grok-4.20-Expert,6,0.3095695936834452,0.5302352431808341,0.8449999999999999,0.5694444444444444,0.7047619047619048
B,Grok,Grok-4.20-Expert,7,0.1929166360865864,0.45379436964504283,0.8349514563106797,0.5277777777777778,0.6761904761904762
B,Grok,Grok-4.20-Expert,8,0.1707032106750417,0.5112267250821467,0.6527061855670103,0.5477053140096618,0.6761904761904762
B,Grok,Grok-4.20-Expert,9,0.3711765938052858,0.6219135802469136,0.7768817204301076,0.6243961352657005,0.7333333333333333
B,Grok,Grok-4.20-Expert,10,0.06588362054752299,0.44411764705882345,0.5816831683168316,0.5132850241545893,0.6571428571428571
B,Microsoft Copilot,Copilot 2.2,1,0.28590428313231925,0.6181818181818182,0.6762545899632803,0.6159420289855073,0.7047619047619048
B,Microsoft Copilot,Copilot 2.2,2,0.4256282653793743,0.712736852771304,0.7142857142857143,0.711352657004831,0.7428571428571429
B,Microsoft Copilot,Copilot 2.2,3,0.4688349126248958,0.7253705318221447,0.7577896786757545,0.7131642512077295,0.7714285714285715
B,Microsoft Copilot,Copilot 2.2,4,0.5659258954891203,0.7822222222222222,0.7779720279720279,0.7880434782608696,0.8
B,Microsoft Copilot,Copilot 2.2,5,0.615007685813747,0.8071428571428569,0.8119304059652028,0.8031400966183574,0.8285714285714286
B,Microsoft Copilot,Copilot 2.2,6,0.5854903184882551,0.7805039058202222,0.8262499999999999,0.7626811594202898,0.819047619047619
B,Microsoft Copilot,Copilot 2.2,7,0.4472709115155862,0.7165532879818594,0.7428774928774928,0.7059178743961353,0.7619047619047619
B,Microsoft Copilot,Copilot 2.2,8,0.4136409852958233,0.6998856707317074,0.6978629329403094,0.7161835748792271,0.7142857142857143
B,Microsoft Copilot,Copilot 2.2,9,0.41951376251394823,0.6677215189873418,0.7770365168539326,0.6588164251207729,0.7523809523809524
B,Microsoft Copilot,Copilot 2.2,10,0.4750907476102242,0.7348484848484849,0.7301587301587301,0.7451690821256038,0.7523809523809524
B,MiniMax,MiniMax-M2.7-Air,1,0.18887686585995425,0.55375,0.6318681318681318,0.5676328502415459,0.6761904761904762
B,MiniMax,MiniMax-M2.7-Air,2,0.290932478290609,0.6267629858961129,0.6726190476190476,0.6225845410628019,0.7047619047619048
B,MiniMax,MiniMax-M2.7-Air,3,0.3554557683892195,0.6712018140589568,0.6930199430199431,0.663647342995169,0.7238095238095238
B,MiniMax,MiniMax-M2.7-Air,4,0.44214559014609767,0.7053541362666966,0.753711558854719,0.6926328502415459,0.7619047619047619
B,MiniMax,MiniMax-M2.7-Air,5,0.3376615417194229,0.614019520851819,0.7433110367892976,0.6171497584541062,0.7238095238095238
B,MiniMax,MiniMax-M2.7-Air,6,0.39125402252874997,0.674922600619195,0.7321428571428572,0.6648550724637681,0.7428571428571429
B,MiniMax,MiniMax-M2.7-Air,7,0.3754013451117047,0.687018193031144,0.6919191919191919,0.6835748792270532,0.7238095238095238
B,MiniMax,MiniMax-M2.7-Air,8,0.31834901577644925,0.6426950998185118,0.6856516976998904,0.6364734299516909,0.7142857142857143
B,MiniMax,MiniMax-M2.7-Air,9,0.37586481663695614,0.6795989537925022,0.706669912366115,0.6708937198067633,0.7333333333333333
B,MiniMax,MiniMax-M2.7-Air,10,0.45620010113657095,0.726020248408308,0.7373583260680034,0.7192028985507247,0.7619047619047619
B,MiniMax,MiniMax-M2.7-Max,1,0.3408249054303635,0.5535714285714286,0.8484848484848485,0.5833333333333333,0.7142857142857143
B,MiniMax,MiniMax-M2.7-Max,2,0.416069478262571,0.6834415584415584,0.7514705882352941,0.6721014492753623,0.7523809523809524
B,MiniMax,MiniMax-M2.7-Max,3,0.45620010113657095,0.726020248408308,0.7373583260680034,0.7192028985507247,0.7619047619047619
B,MiniMax,MiniMax-M2.7-Max,4,0.5202811082117021,0.7569444444444445,0.7733333333333333,0.7475845410628019,0.7904761904761904
B,MiniMax,MiniMax-M2.7-Max,5,0.6556887654657554,0.8257006151742994,0.8189786585365852,0.8369565217391305,0.8380952380952381
B,MiniMax,MiniMax-M2.7-Max,6,0.20913407192853073,0.5174766745578611,0.6989795918367346,0.5549516908212561,0.6857142857142857
B,MiniMax,MiniMax-M2.7-Max,7,0.13575524733684213,0.42587095766286515,0.8317307692307693,0.5138888888888888,0.6666666666666666
B,MiniMax,MiniMax-M2.7-Max,8,0.5849936262051362,0.7845804988662131,0.8176638176638177,0.7693236714975846,0.819047619047619
B,MiniMax,MiniMax-M2.7-Max,9,0.47001104044932956,0.7008547008547009,0.7959770114942529,0.6865942028985508,0.7714285714285715
B,MiniMax,MiniMax-M2.7-Max,10,0.5311714179359117,0.7188412852969815,0.8507724719101123,0.7010869565217392,0.7904761904761904
B,Perplexity,GPT 5.4 Thinking,1,0.5772946859903383,0.7886473429951691,0.7886473429951691,0.7886473429951691,0.8095238095238095
B,Perplexity,GPT 5.4 Thinking,2,0.5243136153320388,0.7607705053852526,0.7703339041095889,0.7542270531400965,0.7904761904761904
B,Perplexity,GPT 5.4 Thinking,3,0.6148974878335028,0.809754046668068,0.5519222271321255,0.7964975845410627,0.8285714285714286
B,Perplexity,GPT 5.4 Thinking,4,0.6533586077765651,0.8202054794520547,0.8506493506493507,0.8043478260869564,0.8476190476190476
B,Perplexity,GPT 5.4 Thinking,5,0.542146327989272,0.7774327122153208,0.525291275930662,0.767512077294686,0.7904761904761904
B,Perplexity,GPT 5.4 Thinking,6,0.5881588080769015,0.7917753887903142,0.8060156931124673,0.782608695652174,0.819047619047619
B,Perplexity,GPT 5.4 Thinking,7,0.5243136153320388,0.7607705053852526,0.7703339041095889,0.7542270531400965,0.7904761904761904
B,Perplexity,GPT 5.4 Thinking,8,0.6432131731406804,0.8215178482151785,0.8195548489666136,0.8236714975845411,0.8380952380952381
B,Perplexity,GPT 5.4 Thinking,9,0.6324601378377865,0.8318414322250638,0.5711050724637681,0.8097826086956521,0.8285714285714286
B,Perplexity,GPT 5.4 Thinking,10,0.591841941681433,0.7972027972027972,0.5459459459459459,0.782608695652174,0.819047619047619
B,Perplexity,Gemini 3.1 Pro Thinking,1,0.6634618868615381,0.8094373865698731,0.8869112814895947,0.7844202898550725,0.8476190476190476
B,Perplexity,Gemini 3.1 Pro Thinking,2,0.42497294818489706,0.6587500000000001,0.7967032967032968,0.6521739130434783,0.7523809523809524
B,Perplexity,Gemini 3.1 Pro Thinking,3,0.44917077594709154,0.6381230116648993,0.8631578947368421,0.638888888888889,0.7523809523809524
B,Perplexity,Gemini 3.1 Pro Thinking,4,0.5464941245289644,0.7413489736070382,0.8369033047735619,0.7216183574879227,0.8
B,Perplexity,Gemini 3.1 Pro Thinking,5,0.43894462898048925,0.7172469079248741,0.5182535314621171,0.6920289855072463,0.7523809523809524
B,Perplexity,Gemini 3.1 Pro Thinking,6,0.5540253798537813,0.7350078115611103,0.856951871657754,0.7149758454106281,0.8
B,Perplexity,Gemini 3.1 Pro Thinking,7,0.3931785497463924,0.6503884572697004,0.7666666666666666,0.644927536231884,0.7428571428571429
B,Perplexity,Gemini 3.1 Pro Thinking,8,0.2463312154044906,0.5399780941949616,0.720360824742268,0.568840579710145,0.6952380952380952
B,Perplexity,Gemini 3.1 Pro Thinking,9,0.5764860334313783,0.7507122507122506,0.8630268199233716,0.7288647342995169,0.8095238095238095
B,Perplexity,Gemini 3.1 Pro Thinking,10,0.13575524733684213,0.42587095766286515,0.8317307692307693,0.5138888888888888,0.6666666666666666
B,Z,GLM-5,1,0.3975872248633883,0.5974808324205915,0.8556701030927835,0.6111111111111112,0.7333333333333333
B,Z,GLM-5,2,0.3408249054303635,0.5535714285714286,0.8484848484848485,0.5833333333333333,0.7142857142857143
B,Z,GLM-5,3,0.3425597076557975,0.6025323064874036,0.7654738878143132,0.6105072463768116,0.7238095238095238
B,Z,GLM-5,4,0.45949818048416313,0.6672582076308785,0.8311036789297659,0.6594202898550725,0.7619047619047619
B,Z,GLM-5,5,0.45949818048416313,0.6672582076308785,0.8311036789297659,0.6594202898550725,0.7619047619047619
B,Z,GLM-5,6,0.2543838062270104,0.5238095238095238,0.76010101010101,0.5621980676328503,0.6952380952380952
B,Z,GLM-5,7,0.43424057818967904,0.6489197530864197,0.8239247311827957,0.6455314009661837,0.7523809523809524
B,Z,GLM-5,8,0.3081126094208926,0.5949074074074074,0.7298387096774194,0.6032608695652174,0.7142857142857143
B,Z,GLM-5,9,0.3408249054303635,0.5535714285714286,0.8484848484848485,0.5833333333333333,0.7142857142857143
B,Z,GLM-5,10,0.5417363388859615,0.7471620227038184,0.8214285714285714,0.7282608695652173,0.8
B,Z,GLM-5-Deep,1,0.1929166360865864,0.45379436964504283,0.8349514563106797,0.5277777777777778,0.6761904761904762
B,Z,GLM-5-Deep,2,0.3808187013464472,0.6102863202545069,0.8078947368421053,0.6177536231884059,0.7333333333333333
B,Z,GLM-5-Deep,3,0.39125402252874997,0.674922600619195,0.7321428571428572,0.6648550724637681,0.7428571428571429
B,Z,GLM-5-Deep,4,0.44917077594709154,0.6381230116648993,0.8631578947368421,0.638888888888889,0.7523809523809524
B,Z,GLM-5-Deep,5,0.3095695936834452,0.5302352431808341,0.8449999999999999,0.5694444444444444,0.7047619047619048
B,Z,GLM-5-Deep,6,0.1929166360865864,0.45379436964504283,0.8349514563106797,0.5277777777777778,0.6761904761904762
B,Z,GLM-5-Deep,7,0.3408249054303635,0.5535714285714286,0.8484848484848485,0.5833333333333333,0.7142857142857143
B,Z,GLM-5-Deep,8,0.3408249054303635,0.5535714285714286,0.8484848484848485,0.5833333333333333,0.7142857142857143
B,Z,GLM-5-Deep,9,0.4080765916336823,0.629943871557238,0.816247582205029,0.6316425120772947,0.7428571428571429
B,Z,GLM-5-Deep,10,0.1929166360865864,0.45379436964504283,0.8349514563106797,0.5277777777777778,0.6761904761904762
