dataset,platform,model,iteration,MCC,F1,Precision,Recall,Accuracy
A,Claude,Opus 4.6 Thinking,6,0.6414463630724538,0.8190863862505653,0.8307620383356707,0.810989010989011,0.84
A,Claude,Opus 4.6 Thinking,7,0.6888797394689568,0.8440285204991087,0.8493894165535957,0.8395604395604396,0.86
A,Claude,Opus 4.6 Thinking,8,0.5961144646221038,0.796472184531886,0.807386629266012,0.7890109890109891,0.82
A,Claude,Opus 4.6 Thinking,9,0.5852923671697378,0.7925537722458783,0.7907986111111112,0.7945054945054946,0.81
A,Claude,Opus 4.6 Thinking,10,0.6176371646767647,0.8062678062678064,0.8214285714285715,0.7967032967032968,0.83
A,Claude,Sonnet 4.6,1,0.5507825661717537,0.7738579828132067,0.7840112201963535,0.767032967032967,0.8
A,Claude,Sonnet 4.6,2,0.5752939722372956,0.786780383795309,0.7941176470588236,0.7813186813186812,0.81
A,Claude,Sonnet 4.6,3,0.5937235203832121,0.7931985294117647,0.8120446818844099,0.7824175824175823,0.82
A,Claude,Sonnet 4.6,4,0.6899593872424348,0.8333333333333334,0.88,0.8131868131868132,0.86
A,Claude,Sonnet 4.6,5,0.6676299191075873,0.8196898665705011,0.8728070175438595,0.7989010989010987,0.85
A,Claude,Sonnet 4.6,6,0.6633880657639325,0.829059829059829,0.8452380952380952,0.8186813186813188,0.85
A,Claude,Sonnet 4.6,7,0.6651836553993731,0.8316687240489283,0.8400735294117647,0.8252747252747253,0.85
A,Claude,Sonnet 4.6,8,0.5507825661717537,0.7738579828132067,0.7840112201963535,0.767032967032967,0.8
A,Claude,Sonnet 4.6,9,0.6643876728782061,0.8230923457954947,0.861226611226611,0.8054945054945055,0.85
A,Claude,Sonnet 4.6,10,0.5551166832613923,0.7771836007130125,0.7815468113975577,0.7736263736263735,0.8
A,Claude,Sonnet 4.6 Thinking,1,0.6163649961485783,0.8030355694589271,0.8273809523809524,0.7901098901098902,0.83
A,Claude,Sonnet 4.6 Thinking,2,0.5953439220234688,0.7814473045167556,0.8373800112930547,0.7626373626373626,0.82
A,Claude,Sonnet 4.6 Thinking,3,0.6399276853935788,0.8161764705882353,0.8363283147158814,0.8043956043956044,0.84
A,Claude,Sonnet 4.6 Thinking,4,0.5937235203832121,0.7931985294117647,0.8120446818844099,0.7824175824175823,0.82
A,Claude,Sonnet 4.6 Thinking,5,0.6676299191075873,0.8196898665705011,0.8728070175438595,0.7989010989010987,0.85
A,Claude,Sonnet 4.6 Thinking,6,0.6165899985704215,0.7995046585682273,0.8352390852390852,0.7835164835164834,0.83
A,Claude,Sonnet 4.6 Thinking,7,0.5696706782585345,0.7798632835129186,0.802579365079365,0.7681318681318681,0.81
A,Claude,Sonnet 4.6 Thinking,8,0.6630593140386221,0.8262078554049357,0.8521825396825395,0.8120879120879121,0.85
A,Claude,Sonnet 4.6 Thinking,9,0.6633880657639325,0.829059829059829,0.8452380952380952,0.8186813186813188,0.85
A,Claude,Sonnet 4.6 Thinking,10,0.5696706782585345,0.7798632835129186,0.802579365079365,0.7681318681318681,0.81
A,DeepSeek,DeepSeek-V3.2,1,0.5137623327375896,0.7066666666666666,0.8431372549019608,0.6923076923076924,0.78
A,DeepSeek,DeepSeek-V3.2,2,0.33936239400540547,0.6448503297818367,0.7063027940220923,0.6395604395604396,0.72
A,DeepSeek,DeepSeek-V3.2,3,0.3397617612829567,0.6162280701754387,0.7409372236958444,0.6197802197802198,0.72
A,DeepSeek,DeepSeek-V3.2,4,0.4021033688578111,0.643640350877193,0.7851458885941643,0.6417582417582417,0.74
A,DeepSeek,DeepSeek-V3.2,5,0.4021033688578111,0.643640350877193,0.7851458885941643,0.6417582417582417,0.74
A,DeepSeek,DeepSeek-V3.2,6,0.36857501429580897,0.6350858224084335,0.7533222591362125,0.634065934065934,0.73
A,DeepSeek,DeepSeek-V3.2,7,0.2516299559794226,0.5920515857349651,0.6636904761904762,0.5967032967032967,0.69
A,DeepSeek,DeepSeek-V3.2,8,0.2516299559794226,0.5920515857349651,0.6636904761904762,0.5967032967032967,0.69
A,DeepSeek,DeepSeek-V3.2,9,0.4231958350563017,0.6710093433346493,0.775297619047619,0.6626373626373626,0.75
A,DeepSeek,DeepSeek-V3.2,10,0.4021033688578111,0.643640350877193,0.7851458885941643,0.6417582417582417,0.74
A,GPT,GPT 5.4 Thinking,1,0.5241424183609591,0.744245524296675,0.75,0.7747252747252746,0.75
A,GPT,GPT 5.4 Thinking,2,0.558389928096229,0.7708333333333333,0.7676767676767677,0.7912087912087913,0.78
A,GPT,GPT 5.4 Thinking,3,0.558389928096229,0.7708333333333333,0.7676767676767677,0.7912087912087913,0.78
A,GPT,GPT 5.4 Thinking,4,0.5241424183609591,0.744245524296675,0.75,0.7747252747252746,0.75
A,GPT,GPT 5.4 Thinking,5,0.5563486402641867,0.776,0.7708333333333333,0.7857142857142856,0.79
A,GPT,GPT 5.4 Thinking,6,0.6240465489981082,0.8119260980196925,0.8141711229946523,0.8098901098901099,0.83
A,GPT,GPT 5.4 Thinking,7,0.5005880352377228,0.7406369955389563,0.7395330112721417,0.7615384615384615,0.75
A,GPT,GPT 5.4 Thinking,8,0.566694078215959,0.782986111111111,0.7799227799227798,0.7868131868131869,0.8
A,GPT,GPT 5.4 Thinking,9,0.5484125848117125,0.7688104245481295,0.7641778865769074,0.7846153846153845,0.78
A,GPT,GPT 5.4 Thinking,10,0.5959027002598253,0.7837503861600246,0.7844551282051283,0.8120879120879121,0.79
A,Gemini,Gemini 3.1 Pro,1,0.5241424183609591,0.7366771159874608,0.8125,0.7197802197802198,0.79
A,Gemini,Gemini 3.1 Pro,2,0.576556660197055,0.7617554858934169,0.84375,0.7417582417582417,0.81
A,Gemini,Gemini 3.1 Pro,3,0.599669598391256,0.7767857142857142,0.8511151295961421,0.756043956043956,0.82
A,Gemini,Gemini 3.1 Pro,4,0.4717281765248632,0.7115987460815046,0.7812499999999999,0.6978021978021979,0.77
A,Gemini,Gemini 3.1 Pro,5,0.5609341157282497,0.7401247401247402,0.8561304039688165,0.7208791208791209,0.8
A,Gemini,Gemini 3.1 Pro,6,0.6167484556017073,0.7661122661122661,0.891566265060241,0.7428571428571429,0.82
A,Gemini,Gemini 3.1 Pro,7,0.599144689515278,0.7973333333333332,0.7916666666666665,0.8076923076923077,0.81
A,Gemini,Gemini 3.1 Pro,8,0.599669598391256,0.7767857142857142,0.8511151295961421,0.756043956043956,0.82
A,Gemini,Gemini 3.1 Pro,9,0.583915358451201,0.7561288666409961,0.8624661246612465,0.7351648351648352,0.81
A,Gemini,Gemini 3.1 Pro,10,0.5926655903099431,0.7896213183730715,0.8183663115169965,0.7758241758241757,0.82
A,Gemini,Gemini 3.1 Thinking,1,0.4387188079786328,0.6523432067862606,0.821969696969697,0.6494505494505495,0.75
A,Gemini,Gemini 3.1 Thinking,2,0.373878250552983,0.5780590717299579,0.8494623655913979,0.6,0.72
A,Gemini,Gemini 3.1 Thinking,3,0.47909760011232244,0.6612083568605308,0.8651685393258427,0.6571428571428571,0.76
A,Gemini,Gemini 3.1 Thinking,4,0.4644449764326656,0.6710526315789475,0.8293545534924845,0.6637362637362637,0.76
A,Gemini,Gemini 3.1 Thinking,5,0.4644449764326656,0.6710526315789475,0.8293545534924845,0.6637362637362637,0.76
A,Gemini,Gemini 3.1 Thinking,6,0.4018590340278711,0.6000592504814101,0.8532608695652174,0.6142857142857143,0.73
A,Gemini,Gemini 3.1 Thinking,7,0.5498414147691576,0.7161778618732262,0.8779069767441859,0.7000000000000001,0.79
A,Gemini,Gemini 3.1 Thinking,8,0.373878250552983,0.5780590717299579,0.8494623655913979,0.6,0.72
A,Gemini,Gemini 3.1 Thinking,9,0.42857142857142855,0.6212121212121212,0.8571428571428571,0.6285714285714286,0.74
A,Gemini,Gemini 3.1 Thinking,10,0.34429788473740364,0.555146494861175,0.8457446808510638,0.5857142857142857,0.71
A,Grok,Grok-4.20-Expert,1,0.5719118579265684,0.7668997668997669,0.8292540792540791,0.7483516483516484,0.81
A,Grok,Grok-4.20-Expert,2,0.3245784505609728,0.5704340097763293,0.7853260869565217,0.5923076923076923,0.71
A,Grok,Grok-4.20-Expert,3,0.25601637583037706,0.5244669427826354,0.7570921985815603,0.5637362637362637,0.69
A,Grok,Grok-4.20-Expert,4,0.17118419700436519,0.4744386048733875,0.7083333333333334,0.5351648351648353,0.67
A,Grok,Grok-4.20-Expert,5,0.21644373160974678,0.5,0.7368421052631579,0.5494505494505495,0.68
A,Grok,Grok-4.20-Expert,6,0.2917072064754043,0.5479204339963835,0.772657450076805,0.5780219780219781,0.7
A,Grok,Grok-4.20-Expert,7,0.3397617612829567,0.6162280701754387,0.7409372236958444,0.6197802197802198,0.72
A,Grok,Grok-4.20-Expert,8,-0.12904824540899565,0.382716049382716,0.31958762886597936,0.4769230769230769,0.62
A,Grok,Grok-4.20-Expert,9,0.34429788473740364,0.555146494861175,0.8457446808510638,0.5857142857142857,0.71
A,Grok,Grok-4.20-Expert,10,0.24729786709407453,0.5408087690712488,0.7173913043478262,0.5703296703296703,0.69
A,Microsoft Copilot,Copilot 2.2,1,0.5481958131216202,0.751984126984127,0.8209764918625678,0.734065934065934,0.8
A,Microsoft Copilot,Copilot 2.2,2,0.678143040072068,0.8382051558623663,0.8331918505942275,0.845054945054945,0.85
A,Microsoft Copilot,Copilot 2.2,3,0.5724780279075998,0.7333333333333333,0.8823529411764705,0.7142857142857143,0.8
A,Microsoft Copilot,Copilot 2.2,4,0.5724780279075998,0.7333333333333333,0.8823529411764705,0.7142857142857143,0.8
A,Microsoft Copilot,Copilot 2.2,5,0.5164835164835164,0.7582417582417582,0.7582417582417582,0.7582417582417582,0.78
A,Microsoft Copilot,Copilot 2.2,6,0.5164835164835164,0.7582417582417582,0.7582417582417582,0.7582417582417582,0.78
A,Microsoft Copilot,Copilot 2.2,7,0.5164835164835164,0.7582417582417582,0.7582417582417582,0.7582417582417582,0.78
A,Microsoft Copilot,Copilot 2.2,8,0.6399276853935788,0.8161764705882353,0.8363283147158814,0.8043956043956044,0.84
A,Microsoft Copilot,Copilot 2.2,9,0.6165899985704215,0.7995046585682273,0.8352390852390852,0.7835164835164834,0.83
A,Microsoft Copilot,Copilot 2.2,10,0.6065768774742286,0.771689497716895,0.8687459389213775,0.7494505494505495,0.82
A,MiniMax,MiniMax-M2.7-Air,1,0.4717281765248632,0.7115987460815046,0.7812499999999999,0.6978021978021979,0.77
A,MiniMax,MiniMax-M2.7-Air,2,0.3928052906991701,0.6702181633688483,0.7387914230019493,0.6615384615384615,0.74
A,MiniMax,MiniMax-M2.7-Air,3,0.39606562176456706,0.6843127731908694,0.7244494635798984,0.6747252747252747,0.74
A,MiniMax,MiniMax-M2.7-Air,4,0.4387188079786328,0.6523432067862606,0.821969696969697,0.6494505494505495,0.75
A,MiniMax,MiniMax-M2.7-Air,5,0.3843711067980367,0.6129032258064516,0.8055555555555555,0.6208791208791209,0.73
A,MiniMax,MiniMax-M2.7-Air,6,0.4387188079786328,0.6523432067862606,0.821969696969697,0.6494505494505495,0.75
A,MiniMax,MiniMax-M2.7-Air,7,0.44524824258234885,0.7023809523809524,0.7606992163954189,0.6901098901098902,0.76
A,MiniMax,MiniMax-M2.7-Air,8,0.6414463630724538,0.8190863862505653,0.8307620383356707,0.810989010989011,0.84
A,MiniMax,MiniMax-M2.7-Air,9,0.34429788473740364,0.555146494861175,0.8457446808510638,0.5857142857142857,0.71
A,MiniMax,MiniMax-M2.7-Air,10,0.42958772458840305,0.7103464256748928,0.7281746031746033,0.7021978021978021,0.75
A,MiniMax,MiniMax-M2.7-Max,1,0.4193139346887673,0.6865203761755485,0.75,0.6758241758241759,0.75
A,MiniMax,MiniMax-M2.7-Max,2,0.4089068603417453,0.7012867647058824,0.7149101505585235,0.6945054945054945,0.74
A,MiniMax,MiniMax-M2.7-Max,3,0.5054506677214036,0.7512437810945273,0.7606358111266948,0.7450549450549451,0.78
A,MiniMax,MiniMax-M2.7-Max,4,0.42958772458840305,0.7103464256748928,0.7281746031746033,0.7021978021978021,0.75
A,MiniMax,MiniMax-M2.7-Max,5,0.4493054359813343,0.688149688149688,0.7852586817859672,0.6769230769230768,0.76
A,MiniMax,MiniMax-M2.7-Max,6,0.5687923242626369,0.77591697134096,0.8092515592515593,0.7615384615384615,0.81
A,MiniMax,MiniMax-M2.7-Max,7,0.5013151903624786,0.7472426470588236,0.7634774162214666,0.7384615384615384,0.78
A,MiniMax,MiniMax-M2.7-Max,8,0.5687923242626369,0.77591697134096,0.8092515592515593,0.7615384615384615,0.81
A,MiniMax,MiniMax-M2.7-Max,9,0.5696706782585345,0.7798632835129186,0.802579365079365,0.7681318681318681,0.81
A,MiniMax,MiniMax-M2.7-Max,10,0.5105289978588708,0.7549019607843137,0.7589326096788782,0.7516483516483516,0.78
A,Perplexity,GPT 5.4 Thinking,1,0.39696685286250566,0.6753246753246754,0.6896828582898433,0.7076923076923077,0.68
A,Perplexity,GPT 5.4 Thinking,2,0.5507825661717537,0.7738579828132067,0.7840112201963535,0.767032967032967,0.8
A,Perplexity,GPT 5.4 Thinking,3,0.46371566051646734,0.7267759562841529,0.7233782129742962,0.7406593406593407,0.74
A,Perplexity,GPT 5.4 Thinking,4,0.5907610469593351,0.7898276586801175,0.784577723378213,0.8065934065934066,0.8
A,Perplexity,GPT 5.4 Thinking,5,0.548362769986996,0.7739876760563381,0.5171957671957672,0.7725274725274724,0.79
A,Perplexity,GPT 5.4 Thinking,6,0.5971293019518656,0.8095571095571095,0.5559966914805624,0.7879120879120878,0.81
A,Perplexity,GPT 5.4 Thinking,7,0.6683051694944279,0.8340524394291404,0.8364527629233511,0.8318681318681319,0.85
A,Perplexity,GPT 5.4 Thinking,8,0.5997043686639139,0.7994652406417112,0.804161013116237,0.7956043956043954,0.82
A,Perplexity,GPT 5.4 Thinking,9,0.6415411846289305,0.8095238095238095,0.8533333333333334,0.7912087912087911,0.84
A,Perplexity,GPT 5.4 Thinking,10,0.5744177561036802,0.7803117480908045,0.775974025974026,0.798901098901099,0.79
A,Perplexity,Gemini 3.1 Pro Thinking,1,0.23935310150380604,0.6031746031746031,0.6401446654611211,0.6021978021978022,0.68
A,Perplexity,Gemini 3.1 Pro Thinking,2,0.1677348669233505,0.49378739070409566,0.6684397163120568,0.5417582417582417,0.67
A,Perplexity,Gemini 3.1 Pro Thinking,3,0.20953616239782563,0.517781796262809,0.695852534562212,0.5560439560439561,0.68
A,Perplexity,Gemini 3.1 Pro Thinking,4,0.13553113553113552,0.5046620046620046,0.612942612942613,0.5406593406593407,0.66
A,Perplexity,Gemini 3.1 Pro Thinking,5,0.2019146566606957,0.57643434732383525,0.6253387533875339,0.5813186813186813,0.67
A,Perplexity,Gemini 3.1 Pro Thinking,6,0.1677348669233505,0.49378739070409566,0.6684397163120568,0.5417582417582417,0.67
A,Perplexity,Gemini 3.1 Pro Thinking,7,0.13696356726888637,0.42411924119241196,0.8282828282828282,0.5142857142857143,0.66
A,Perplexity,Gemini 3.1 Pro Thinking,8,0.2019146566606957,0.57643434732383525,0.6253387533875339,0.5813186813186813,0.67
A,Perplexity,Gemini 3.1 Pro Thinking,9,0.13640553096453462,0.5535714285714286,0.5798673899939722,0.5582417582417583,0.64
A,Perplexity,Gemini 3.1 Pro Thinking,10,0.1946962355576236,0.5536762650265585,0.42504409171075835,0.5527472527472528,0.65
A,Z,GLM-5,1,0.4289971477869252,0.662116502230031,0.7948504983388704,0.656043956043956,0.75
A,Z,GLM-5,2,0.48038446141526137,0.6973285958678773,0.8125,0.6846153846153845,0.77
A,Z,GLM-5,3,0.6676299191075873,0.8196898665705011,0.8728070175438595,0.7989010989010987,0.85
A,Z,GLM-5,4,0.4289971477869252,0.662116502230031,0.7948504983388704,0.656043956043956,0.75
A,Z,GLM-5,5,0.42857142857142855,0.6212121212121212,0.8571428571428571,0.6285714285714286,0.74
A,Z,GLM-5,6,0.4202007719695559,0.6791169297907843,0.7608401084010841,0.6692307692307692,0.75
A,Z,GLM-5,7,0.47477230079677096,0.7047875754075215,0.7947154471544716,0.6912087912087912,0.77
A,Z,GLM-5,8,0.4021033688578111,0.643640350877193,0.7851458885941643,0.6417582417582417,0.74
A,Z,GLM-5,9,0.4493054359813343,0.688149688149688,0.7852586817859672,0.6769230769230768,0.76
A,Z,GLM-5,10,0.2781743201320934,0.5062908106386367,0.8385416666666667,0.5571428571428572,0.69
A,Z,GLM-5-Deep,1,0.47909760011232244,0.6612083568605308,0.8651685393258427,0.6571428571428571,0.76
A,Z,GLM-5-Deep,2,0.3553113553113553,0.5920745920745921,0.7960927960927962,0.6065934065934067,0.72
A,Z,GLM-5-Deep,3,0.31264094565852313,0.5312500000000001,0.8421052631578947,0.5714285714285714,0.7
A,Z,GLM-5-Deep,4,0.47909760011232244,0.6612083568605308,0.8651685393258427,0.6571428571428571,0.76
A,Z,GLM-5-Deep,5,0.4996910840866994,0.7209538305428717,0.8037686809616633,0.7054945054945055,0.78
A,Z,GLM-5-Deep,6,0.37420133621706914,0.6245306633291615,0.7746212121212122,0.6274725274725275,0.73
A,Z,GLM-5-Deep,7,0.4018590340278711,0.6000592504814101,0.8532608695652174,0.6142857142857143,0.73
A,Z,GLM-5-Deep,8,0.42857142857142855,0.6212121212121212,0.8571428571428571,0.6285714285714286,0.74
A,Z,GLM-5-Deep,9,0.42857142857142855,0.6212121212121212,0.8571428571428571,0.6285714285714286,0.74
A,Z,GLM-5-Deep,10,0.36857501429580897,0.6350858224084335,0.7533222591362125,0.634065934065934,0.73
B,Claude,Haiku 4.5,1,0.32424139419624054,0.6602651080263021,0.6687009590235397,0.6557971014492753,0.7047619047619048
B,Claude,Haiku 4.5,2,0.11051993382605065,0.5352547606793617,0.40745920745920744,0.4855072463768116,0.5333333333333333
B,Claude,Haiku 4.5,3,0.4080765916336823,0.629943871557238,0.816247582205029,0.6316425120772947,0.7428571428571429
B,Claude,Haiku 4.5,4,0.3102985509762564,0.626068376068376,0.6954022988505747,0.6231884057971014,0.7142857142857143
B,Claude,Haiku 4.5,5,0.44141479464782046,0.6990024079807361,0.7619047619047619,0.6859903381642513,0.7619047619047619
B,Claude,Haiku 4.5,6,0.45131765960271925,0.7214854111405836,0.7395644283121597,0.7125603864734299,0.7619047619047619
B,Claude,Haiku 4.5,7,0.2767432223370528,0.5874001774622893,0.6994147157190636,0.5960144927536232,0.7047619047619048
B,Claude,Haiku 4.5,8,0.4668995278238409,0.72,0.763888888888889,0.7065217391304348,0.7714285714285715
B,Claude,Haiku 4.5,9,0.3425597076557975,0.6025323064874036,0.7654738878143132,0.6105072463768116,0.7238095238095238
B,Claude,Haiku 4.5,10,0.34109325040967947,0.6508427932576539,0.7023809523809524,0.6437198067632851,0.7238095238095238
B,Claude,Haiku 4.5 Thinking,1,0.24077170617153845,0.6026831785345717,0.6428571428571429,0.6014492753623188,0.6857142857142857
B,Claude,Haiku 4.5 Thinking,2,0.24790088644118996,0.58,0.6730769230769231,0.5887681159420289,0.6952380952380952
B,Claude,Haiku 4.5 Thinking,3,0.31246662674580283,0.5824496288441146,0.7526315789473684,0.5966183574879227,0.7142857142857143
B,Claude,Haiku 4.5 Thinking,4,0.4735934756115671,0.6573554366270722,0.8670212765957447,0.6527777777777778,0.7619047619047619
B,Claude,Haiku 4.5 Thinking,5,0.046132239064183705,0.4216646266829866,0.5800970873786409,0.5066425120772947,0.6571428571428571
B,Claude,Haiku 4.5 Thinking,6,0.2463312154044906,0.5399780941949616,0.720360824742268,0.568840579710145,0.6952380952380952
B,Claude,Haiku 4.5 Thinking,7,0.3711765938052858,0.6219135802469136,0.7768817204301076,0.6243961352657005,0.7333333333333333
B,Claude,Haiku 4.5 Thinking,8,0.39125402252874997,0.674922600619195,0.7321428571428572,0.6648550724637681,0.7428571428571429
B,Claude,Haiku 4.5 Thinking,9,0.3659489276036614,0.6325,0.7554945054945055,0.6310386473429952,0.7333333333333333
B,Claude,Haiku 4.5 Thinking,10,0.3376615417194229,0.614019520851819,0.7433110367892976,0.6171497584541062,0.7238095238095238
B,Claude,Opus 4.6,1,0.39705665276789714,0.6880844977445263,0.7212500000000001,0.6781400966183575,0.7428571428571429
B,Claude,Opus 4.6,2,0.5153199606188656,0.748256320836966,0.7833495618305745,0.7342995169082125,0.7904761904761904
B,Claude,Opus 4.6,3,0.4718701056164081,0.7303082191780823,0.7532467532467533,0.7198067632850241,0.7714285714285715
B,Claude,Opus 4.6,4,0.4943761562496354,0.7167155425219941,0.8047735618115055,0.7004830917874396,0.780952380952381
B,Claude,Opus 4.6,5,0.5410683305464418,0.7660477453580901,0.7872050816696913,0.7548309178743962,0.8
B,Claude,Opus 4.6,6,0.5441725724301246,0.7698570086629787,0.783129904097646,0.7614734299516908,0.8
B,Claude,Opus 4.6,7,0.44416506919798665,0.7111893497634504,0.7474999999999999,0.6992753623188406,0.7619047619047619
B,Claude,Opus 4.6,8,0.562463758664978,0.7666666666666666,0.8179012345679013,0.748792270531401,0.8095238095238095
B,Claude,Opus 4.6,9,0.3713352969827039,0.6733333333333333,0.7098765432098765,0.6642512077294686,0.7333333333333333
B,Claude,Opus 4.6,10,0.5146816432444095,0.7433333333333333,0.7908950617283949,0.7276570048309179,0.7904761904761904
B,Claude,Opus 4.6 Thinking,1,0.5153199606188656,0.748256320836966,0.7833495618305745,0.7342995169082125,0.7904761904761904
B,Claude,Opus 4.6 Thinking,2,0.58594366601830306,0.7883289124668434,0.8110254083484574,0.7759661835748792,0.819047619047619
B,Claude,Opus 4.6 Thinking,3,0.5679026332337522,0.7825186412593206,0.7928082191780821,0.7753623188405797,0.8095238095238095
B,Claude,Opus 4.6 Thinking,4,0.3936343184999741,0.6817824671680323,0.7258748674443266,0.6714975845410628,0.7428571428571429
B,Claude,Opus 4.6 Thinking,5,0.40136333995240286,0.6938775510204082,0.717948717948718,0.6847826086956521,0.7428571428571429
B,Claude,Opus 4.6 Thinking,6,0.532306470888866,0.7641831852358167,0.7589557926829269,0.7735507246376812,0.780952380952381
B,Claude,Opus 4.6 Thinking,7,0.6347246427217639,0.8165279062596361,0.8244949494949495,0.8103864734299516,0.8380952380952381
B,Claude,Opus 4.6 Thinking,8,0.4943761562496354,0.7167155425219941,0.8047735618115055,0.7004830917874396,0.780952380952381
B,Claude,Opus 4.6 Thinking,9,0.44141479464782046,0.6990024079807361,0.7619047619047619,0.6859903381642513,0.7619047619047619
B,Claude,Opus 4.6 Thinking,10,0.6091095901015049,0.8011363636363634,0.82,0.789855072463768,0.8285714285714286
B,Claude,Sonnet 4.6,1,0.4943761562496354,0.7167155425219941,0.8047735618115055,0.7004830917874396,0.780952380952381
B,Claude,Sonnet 4.6,2,0.4943761562496354,0.7167155425219941,0.8047735618115055,0.7004830917874396,0.780952380952381
B,Claude,Sonnet 4.6,3,0.6102458740855465,0.7899999999999999,0.8449074074074073,0.769927536231884,0.8285714285714286
B,Claude,Sonnet 4.6,4,0.4995565925086062,0.709770460281216,0.8218582887700534,0.693840579710145,0.780952380952381
B,Claude,Sonnet 4.6,5,0.49065686179222123,0.7289258053653609,0.7815482502651112,0.713768115942029,0.780952380952381
B,Claude,Sonnet 4.6,6,0.5390860546419528,0.7619047619047619,0.7927350427350427,0.7481884057971014,0.8
B,Claude,Sonnet 4.6,7,0.5383819020581656,0.7573990538012983,0.8,0.7415458937198067,0.8
B,Claude,Sonnet 4.6,8,0.49317848307876955,0.7392290249433107,0.7678062678062677,0.7270531400966184,0.780952380952381
B,Claude,Sonnet 4.6,9,0.5390860546419528,0.7619047619047619,0.7927350427350427,0.7481884057971014,0.8
